,city,region,recruitmentFreq,salesFreq,lat,long
337,College Station,TX,2.0,11737.0,30.62800025939941,-96.33439636230469
338,VA,USA,2.0,4091.0,37.43159866333008,-78.65689849853516
339,Oslo,Norway,2.0,363.0,59.91389846801758,10.75220012664795
340,Upper Peninsula,MI,2.0,11748.0,46.537498474121094,-87.39520263671875
341,Cape Town,South Africa,2.0,6695.0,-33.92490005493164,18.42410087585449
342,Champaign,IL,2.0,40022.0,40.11640167236328,-88.24340057373047
343,Orange County,CA,2.0,56875.0,33.68050003051758,-117.86000061035156
344,Twin Tiers,NY,2.0,4336.0,42.17340087890625,-76.73660278320312
345,Niagara,ON,2.0,7356.0,43.25,-79.06670379638672
346,Florence,Italy,2.0,171.0,43.77099990844727,11.248000144958496
347,Spokane,WA,2.0,44016.0,47.65039825439453,-117.4459991455078
348,Humboldt County,CA,2.0,28395.0,40.74499893188477,-123.87000274658205
349,Bangkok,Thailand,2.0,6054.0,13.727899551391602,100.52400207519531
350,Abbotsford,BC,2.0,1627.0,49.05459976196289,-122.3280029296875
351,Kuwait,Kuwait,2.0,2682.0,29.314357845041844,47.502311557198
352,Kiev,Ukraine,2.0,1119.0,50.45009994506836,30.523399353027344
353,Santa Cruz,CA,2.0,15738.0,36.974098205566406,-122.03099822998048
354,Nassau,Bahamas,2.0,271.0,25.08329963684082,-77.3499984741211
355,Wilkes-Barre,PA,2.0,31951.0,41.24580001831055,-75.88169860839844
356,New Haven,CT,2.0,45628.0,41.30830001831055,-72.92790222167969
357,Johannesburg,South Africa,2.0,8900.0,-26.20409965515137,28.04730033874512
358,Jackson,TN,2.0,6526.0,35.61439895629883,-88.81390380859375
359,Savannah,GA,2.0,44556.0,32.083499908447266,-81.09980010986328
360,Galway,Ireland,2.0,44.0,53.27190017700195,-9.048890113830566
361,Inland Empire,CA,2.0,56064.0,34.054901123046875,-117.56500244140624
362,Shanghai,China,2.0,5207.0,31.23040008544922,121.4739990234375
363,Brantford,ON,2.0,3771.0,43.13940048217773,-80.26439666748047
364,Seoul,South Korea,2.0,4074.0,37.56650161743164,126.97799682617188
365,Seville,Spain,2.0,138.0,37.388099670410156,-5.982329845428468
366,Greensboro,NC,2.0,53005.0,36.072601318359375,-79.79199981689453
367,Southern Maryland,MD,2.0,33953.0,38.47999954223633,-76.70999908447266
368,Somerset,UK,2.0,657.0,51.05870056152344,-2.9499099254608154
369,Bradford,UK,2.0,287.0,53.79600143432617,-1.7594000101089478
370,Palmdale,CA,2.0,24592.0,34.57939910888672,-118.11599731445312
371,Newport,RI,2.0,3471.0,41.4901008605957,-71.31279754638672
372,Portsmouth,VA,1.0,29453.0,36.83539962768555,-76.29830169677734
373,Poznan,Poland,1.0,8.0,52.41669845581055,16.966699600219727
374,Prince George,BC,1.0,1297.0,53.91709899902344,-122.75
375,Podgorica,Montenegro,1.0,7.0,42.44110107421875,19.26359939575196
376,Plymouth,UK,1.0,702.0,50.3754997253418,-4.142660140991212
377,Perugia,Italy,1.0,70.0,43.11069869995117,12.39080047607422
378,Plymouth,NH,1.0,702.0,43.75699996948242,-71.68820190429688
379,Port Elizabeth,South Africa,1.0,4830.0,-33.71200180053711,25.513999938964844
380,Porto,Portugal,1.0,716.0,41.156700134277344,-8.623929977416992
381,Aarhus,Denmark,1.0,43.0,56.15340042114258,10.225500106811523
382,Provo,UT,1.0,6618.0,40.23379898071289,-111.65899658203124
383,Pueblo,CO,1.0,13613.0,38.25439834594727,-104.60900115966795
384,TX,USA,1.0,22553.0,31.96859931945801,-99.90180206298828
385,Tauranga,New Zealand,1.0,44.0,-37.68610000610352,176.16700744628906
386,The Hague,Netherlands,1.0,627.0,52.07049942016602,4.3007001876831055
387,Thessaloniki,Greece,1.0,179.0,40.64360046386719,22.93090057373047
388,Tijuana,Mexico,1.0,1399.0,32.51490020751953,-117.03800201416016
389,Timisoara,Romania,1.0,0.0,0.0,0.0
390,Tokyo,Japan,1.0,3136.0,35.68949890136719,139.69200134277344
391,Trieste,Italy,1.0,36.0,45.64860153198242,13.779999732971193
392,Turin,Italy,1.0,175.0,45.07099914550781,7.685679912567139
393,Tuscaloosa,AL,1.0,17676.0,33.209800720214844,-87.56919860839844
394,Umeå,Sweden,1.0,30.0,63.83330154418945,20.25
395,Uppsala,Sweden,1.0,46.0,59.849998474121094,17.63330078125
396,Utrecht,Netherlands,1.0,711.0,52.09180068969727,5.114570140838623
397,Valladolid,Spain,1.0,52.0,41.65230178833008,-4.724530220031738
398,Vernon,BC,1.0,1661.0,50.2667007446289,-119.26699829101562
399,Vienna,Austria,1.0,1231.0,48.20819854736328,16.37380027770996
400,Vilnius,Lithuania,1.0,130.0,54.68920135498047,25.279800415039066
401,Waterbury,CT,1.0,37573.0,41.558101654052734,-73.0519027709961
402,Waterloo,IA,1.0,16132.0,42.49280166625977,-92.34300231933594
403,Waukegan,IL,1.0,7502.0,42.36360168457031,-87.8447036743164
404,Wheeling,WV,1.0,11136.0,40.06399917602539,-80.72090148925781
405,Whistler,BC,1.0,976.0,50.11629867553711,-122.95700073242188
406,Williamsport,PA,1.0,9057.0,41.2411994934082,-77.0010986328125
407,Wroclaw,Poland,1.0,28.0,51.1078987121582,17.03849983215332
408,Yonkers,NY,1.0,1293.0,40.93119812011719,-73.89869689941406
409,Zagreb,Croatia,1.0,176.0,45.099998474121094,15.199999809265135
410,Zurich,Switzerland,1.0,217.0,47.36859893798828,8.539179801940918
411,Szeged,Hungary,1.0,3.0,46.25,20.16670036315918
412,Szczecin,Poland,1.0,1.0,53.43949890136719,14.593899726867676
413,Swansea,Wales,1.0,245.0,51.63330078125,-3.966670036315918
414,Saskatoon,SK,1.0,3036.0,52.1343994140625,-106.64800262451172
415,Reserve,LA,1.0,1345.0,30.053600311279297,-90.55169677734376
416,Riga,Latvia,1.0,331.0,56.94960021972656,24.10519981384277
417,Roanoke,VA,1.0,43742.0,37.27099990844727,-79.94139862060547
418,Rome,Italy,1.0,1625.0,41.89289855957031,12.482500076293945
419,Rostock,Germany,1.0,73.0,54.08340072631836,12.1003999710083
420,Saarbrücken,Germany,1.0,18.0,49.233299255371094,7.0
421,Saint Paul,MN,1.0,7204.0,44.95370101928711,-93.08999633789062
422,Salamanca,Spain,1.0,3.0,40.96810150146485,-5.662020206451416
423,Salem,OR,1.0,19871.0,44.94290161132813,-123.03500366210938
424,San Sebastian,Spain,1.0,94.0,40.46369934082031,-3.74921989440918
425,Sarajevo,Bosnia,1.0,42.0,43.84859848022461,18.35639953613281
426,Sardinia,Italy,1.0,74.0,40.12089920043945,9.012889862060547
427,Sedona,AZ,1.0,10830.0,34.869701385498054,-111.76100158691406
428,Surrey,BC,1.0,2360.0,49.13639831542969,-122.82099914550777
429,Sharjah,UAE,1.0,5744.0,25.357500076293945,55.39189910888672
430,Shenzhen,China,1.0,1249.0,22.543100357055664,114.05799865722656
431,Sicily,Italy,1.0,104.0,37.599998474121094,14.015399932861328
432,Skeena,BC,1.0,527.0,54.24980163574219,-129.83299255371094
433,South Bend,IN,1.0,34914.0,41.67639923095703,-86.25199890136719
434,St Augustine,FL,1.0,8090.0,29.89430046081543,-81.31320190429688
435,Stockholm,Sweden,1.0,5081.0,59.32889938354492,18.064899444580078
436,Stockton,CA,1.0,54299.0,37.95769882202149,-121.29100036621094
437,Strasbourg,France,1.0,237.0,48.58309936523438,7.747879981994629
438,Sudbury,ON,1.0,2822.0,46.4900016784668,-81.01000213623047
439,Suffolk,VA,1.0,16601.0,36.72819900512695,-76.58360290527344
440,Superior,WI,1.0,2202.0,46.72079849243164,-92.10389709472656
441,Space Coast,FL,1.0,35563.0,28.5137996673584,-80.79949951171875
442,Lausanne,Switzerland,1.0,242.0,46.52000045776367,6.6336002349853525
443,Penn State,PA,1.0,897.0,40.793399810791016,-77.86000061035156
444,Craiova,Romania,1.0,1.0,44.31669998168945,23.79999923706055
445,Copenhagen,Denmark,1.0,194.0,55.67610168457031,12.568300247192385
446,Constanta,Romania,1.0,0.0,0.0,0.0
447,Concord,NH,1.0,8053.0,43.208099365234375,-71.53759765625
448,Cologne,Germany,1.0,183.0,50.9375,6.960279941558838
449,Coimbra,Portugal,1.0,43.0,40.20560073852539,-8.419549942016603
450,Cluj-Napoca,Romania,1.0,2.0,46.7667007446289,23.60000038146973
451,Clearlake,CA,1.0,3306.0,38.95830154418945,-122.625
452,Chelsea,UK,1.0,3753.0,51.51119995117188,-0.11982399970293045
453,Chautauqua,NY,1.0,2825.0,42.20980072021485,-79.466796875
454,Charleston,WV,1.0,6547.0,38.34980010986328,-81.63259887695312
455,Charleroi,Belgium,1.0,213.0,50.41080093383789,4.444640159606934
456,Chambersburg,PA,1.0,802.0,39.81100082397461,-78.63420104980469
457,Cebu City,Philippines,1.0,186.0,10.315699577331543,123.88500213623048
458,Catskill Mountains,NY,1.0,5060.0,42.21969985961914,-74.50250244140625
459,Cardiff,Wales,1.0,560.0,51.48160171508789,-3.1790900230407715
460,Cannes,France,1.0,175.0,43.55279922485352,7.0173702239990225
461,Canary Islands,Spain,1.0,128.0,28.29159927368164,-16.629100799560547
462,Camden,UK,1.0,1326.0,51.55170059204102,-0.1588259935379028
463,Camden,IL,1.0,1326.0,40.15370178222656,-90.77069854736328
464,Cornwall,ON,1.0,1940.0,45.02130126953125,-74.73030090332031
465,Cranbrook,BC,1.0,1006.0,49.51300048828125,-115.7689971923828
466,Fort McMurray,AB,1.0,1810.0,56.72639846801758,-111.37999725341795
467,Crete,Greece,1.0,26.0,35.230499267578125,24.844900131225586
468,Flint,MI,1.0,40178.0,43.01250076293945,-83.6875
469,Finger Lakes,NY,1.0,2190.0,42.83340072631836,-77.0
470,Findlay,OH,1.0,13347.0,40.75429916381836,-84.08319854736328
471,Faro,Sweden,1.0,115.0,57.94419860839844,19.14249992370605
472,Fairfield,NY,1.0,13115.0,43.137298583984375,-74.91320037841797
473,Essen,Germany,1.0,211.0,51.45560073852539,7.0115599632263175
474,Erie,PA,1.0,24442.0,42.12919998168945,-80.08509826660156
475,Elmira,NY,1.0,5976.0,42.08980178833008,-76.80770111083984
476,Eindhoven,Netherlands,1.0,320.0,51.44160079956055,5.469719886779785
477,Dusseldorf,Germany,1.0,263.0,51.227699279785156,6.773459911346436
478,Dresden,Germany,1.0,133.0,51.05039978027344,13.737299919128418
479,Dortmund,Germany,1.0,158.0,51.5,7.460000038146973
480,Donetsk,Ukraine,1.0,3.0,47.99169921875,37.7759017944336
481,Dnipropetrovsk,Ukraine,1.0,3.0,48.4630012512207,35.03900146484375
482,Decatur,IL,1.0,16783.0,39.84030151367188,-88.95480346679688
483,Debrecen,Hungary,1.0,4.0,47.53329849243164,21.63330078125
484,Davenport,IA,1.0,35415.0,41.521400451660156,-90.57460021972656
485,Danville,VA,1.0,6468.0,36.58599853515625,-79.3949966430664
486,Danville,IL,1.0,812.0,40.1244010925293,-87.62999725341797
487,Calabria,Italy,1.0,71.0,39.308799743652344,16.346399307250973
488,Cadiz,Spain,1.0,10.0,36.527099609375,-6.288599967956543
489,Bydgoszcz,Poland,1.0,4.0,53.12710189819336,18.020000457763672
490,Burlington,ON,1.0,5632.0,43.31999969482422,-79.79000091552734
491,Bergen,Norway,1.0,81.0,60.3911018371582,5.3247199058532715
492,Belleville,ON,1.0,2705.0,44.16279983520508,-77.3832015991211
493,Belgrade,Serbia,1.0,625.0,44.86000061035156,20.40999984741211
494,Beijing,China,1.0,2517.0,39.90399932861328,116.40799713134766
495,Basel,Switzerland,1.0,281.0,47.55739974975586,7.592569828033447
496,Bari,Italy,1.0,24.0,41.13330078125,16.850000381469727
497,Augusta,ME,1.0,5001.0,44.31060028076172,-69.77999877929689
498,Auburn,AL,1.0,22633.0,32.609901428222656,-85.48079681396484
499,Atlantic City,NJ,1.0,3324.0,39.364200592041016,-74.42330169677734
500,Athens,GA,1.0,4585.0,33.950000762939446,-83.38330078125
501,Arlington,VA,1.0,2324.0,38.88000106811523,-77.10900115966797
502,Arlington,TX,1.0,7301.0,32.735000610351555,-97.10900115966795
503,Antwerp,Belgium,1.0,509.0,51.219398498535156,4.402460098266602
504,Altoona,PA,1.0,23779.0,40.518699645996094,-78.39469909667969
505,Alicante,Spain,1.0,129.0,38.34600067138672,-0.4906849861145019
506,Albany,NY,1.0,41264.0,42.6525993347168,-73.7562026977539
507,Albany,GA,1.0,42302.0,31.578500747680664,-84.15570068359375
508,Al Ain,AZ,1.0,2066.0,24.20739936828613,55.6864013671875
509,Ajax,ON,1.0,3629.0,43.85089874267578,-79.02040100097656
510,Berkeley,CA,1.0,26557.0,37.87160110473633,-122.27300262451172
511,Białystok,Poland,1.0,3.0,53.140098571777344,23.18269920349121
512,Bilbao,Spain,1.0,190.0,43.25669860839844,-2.9240601062774663
513,Bridgeport,CT,1.0,35795.0,41.186500549316406,-73.19519805908203
514,Burlington,NC,1.0,5632.0,36.09560012817383,-79.43810272216797
515,Budapest,Hungary,1.0,615.0,47.27757054150589,19.344414849009944
516,Brussels,Belgium,1.0,2060.0,50.76723080607294,4.380062167621353
517,Brunswick,GA,1.0,16022.0,31.149999618530284,-81.49150085449219
518,Bruges,Belgium,1.0,34.0,51.21670150756836,3.2333300113677983
519,Broomfield,CO,1.0,113.0,39.92060089111328,-105.08599853515624
520,Brockton,MA,1.0,28712.0,42.08000183105469,-71.0199966430664
521,Brittany,France,1.0,190.0,48.20199966430664,-2.9326400756835938
522,Brescia,Italy,1.0,24.0,45.54999923706055,10.25
523,Binghamton,NY,1.0,25738.0,42.09870147705078,-75.91799926757812
524,Bremen,Germany,1.0,138.0,53.07929992675781,8.801690101623535
525,Bratislava,Slovakia,1.0,146.0,48.14590072631836,17.107099533081055
526,Brasov,Romania,1.0,0.0,0.0,0.0
527,Braga,Portugal,1.0,111.0,41.5453987121582,-8.426509857177733
528,Bordeaux,France,1.0,266.0,44.837799072265625,-0.5791800022125244
529,Boone,NC,1.0,5207.0,36.21680068969727,-81.67459869384766
530,Bologna,Italy,1.0,226.0,44.49489974975586,11.342599868774414
531,Bodensee,Germany,1.0,30.0,51.599998474121094,10.133299827575684
532,Forli Cesena,Italy,1.0,77.0,43.9900016784668,11.979999542236328
533,Frankfurt,Germany,1.0,614.0,50.11090087890625,8.682129859924316
534,Peace River,BC,1.0,1299.0,55.7156982421875,-120.13400268554688
535,Mohave,AZ,1.0,4592.0,35.214298248291016,-113.76300048828124
536,Miskolc,Hungary,1.0,3.0,48.099998474121094,20.78330039978028
537,Minsk,Belarus,1.0,1478.0,52.78419876098633,30.448299407958984
538,Meadville,PA,1.0,2494.0,41.64139938354492,-80.15149688720703
539,Mattoon,IL,1.0,1663.0,39.48310089111328,-88.372802734375
540,Marseille,France,1.0,271.0,43.29650115966797,5.36978006362915
541,Marietta,GA,1.0,28565.0,33.952499389648445,-84.55000305175781
542,Manama,Bahrain,1.0,3551.0,26.21669960021973,50.58330154418945
543,Malmo,Sweden,1.0,98.0,55.60499954223633,13.00380039215088
544,Mallorca,Spain,1.0,199.0,39.57120132446289,2.646630048751831
545,MI,USA,1.0,20411.0,44.31480026245117,-85.60240173339844
546,Lyon,France,1.0,399.0,45.76399993896485,4.835659980773926
547,Lviv,Ukraine,1.0,25.0,49.8406982421875,24.030500411987305
548,Luxemburg City,Luxembourg,1.0,259.0,49.61159896850586,6.131929874420166
549,Lugano,Switzerland,1.0,41.0,46.00619888305664,8.951140403747559
550,Lublin,Poland,1.0,2.0,51.25,22.56669998168945
551,Lubeck,Germany,1.0,19.0,53.86589813232422,10.687100410461426
552,Lubbock,TX,1.0,43428.0,33.57789993286133,-101.8550033569336
553,Loire,France,1.0,233.0,45.98460006713867,4.0525498390197745
554,Lodz,Poland,1.0,5.0,51.75,19.466699600219727
555,Modesto,CA,1.0,48644.0,37.63909912109375,-120.99700164794922
556,Moncton,NB,1.0,542.0,46.08700180053711,-64.78800201416016
557,Franklin,MI,1.0,1067.0,42.52220153808594,-83.30609893798828
558,Montego Bay,Jamaica,1.0,45.0,18.466699600219727,-77.91670227050781
559,Patras,Greece,1.0,22.0,38.24660110473633,21.734600067138672
560,Paris,France,1.0,5851.0,48.85660171508789,2.352220058441162
561,Palma,Spain,1.0,25.0,39.57429885864258,2.655220031738281
562,Palm Bay,FL,1.0,23672.0,28.03420066833496,-80.58889770507812
563,Oviedo,Spain,1.0,5.0,43.36320114135742,-5.853129863739014
564,Oshawa,ON,1.0,3549.0,43.900001525878906,-78.87000274658203
565,Olympia,WA,1.0,30110.0,47.03789901733398,-122.9010009765625
566,Nuremberg,Germany,1.0,49.0,49.45199966430664,11.076700210571287
567,North Bay,ON,1.0,11372.0,46.31000137329102,-79.44999694824219
568,North Bay,CA,1.0,39623.0,37.97600173950195,-122.52999877929688
569,Norrköping,Sweden,1.0,28.0,58.599998474121094,16.183300018310547
570,Normandy,France,1.0,172.0,48.87990188598633,0.1712529957294464
571,Naples,FL,1.0,16424.0,26.142000198364247,-81.7947998046875
572,Nantes,France,1.0,41.0,47.21649932861328,-1.5523799657821655
573,Muscat,Oman,1.0,5165.0,23.61000061035156,58.540000915527344
574,Murcia,Spain,1.0,3.0,37.98699951171875,-1.1300400495529177
575,Munich,Germany,1.0,159.0,48.13584064987471,11.581697913835635
576,Montpellier,France,1.0,202.0,43.610801696777344,3.8767199516296387
577,Montgomery,AL,1.0,45301.0,32.366798400878906,-86.30000305175781
578,Lisbon,Portugal,1.0,1545.0,38.723987934890296,-9.145358308464964
579,Limerick,Ireland,1.0,162.0,52.66799926757813,-8.630499839782715
580,Lille,France,1.0,295.0,50.62919998168945,3.0572600364685063
581,Lewiston,ID,1.0,2449.0,46.40039825439453,-117.0009994506836
582,Guangzhou,China,1.0,1535.0,23.12919998168945,113.26399993896484
583,Groningen,Netherlands,1.0,164.0,53.21670150756836,6.550000190734862
584,Greenville,SC,1.0,48270.0,34.85260009765625,-82.39399719238281
585,Grande Prairie,AB,1.0,1093.0,55.16999816894531,-118.8000030517578
586,Granada,Spain,1.0,302.0,37.17729949951172,-3.5985600948333736
587,Gothenburg,Sweden,1.0,167.0,57.70890045166018,11.974599838256836
588,Goldsboro,NC,1.0,20676.0,35.384700775146484,-77.99310302734375
589,Gloucester,UK,1.0,255.0,51.86420059204102,-2.2381598949432373
590,Glens Falls,NY,1.0,8903.0,43.30950164794922,-73.64399719238281
591,Ghent,Belgium,1.0,323.0,51.04999923706055,3.716670036315918
592,Genoa,Italy,1.0,91.0,44.40570068359375,8.946260452270508
593,Geneva,Switzerland,1.0,324.0,46.19839859008789,6.142300128936768
594,Gdansk,Poland,1.0,5.0,54.36090087890625,18.65830039978028
595,Galicia,Spain,1.0,2.0,42.75490188598633,-7.927199840545653
596,Galati,Romania,1.0,0.0,0.0,0.0
597,Freiburg,Germany,1.0,25.0,48.0,7.8499999046325675
598,Fredericton,NB,1.0,1463.0,45.963600158691406,-66.64309692382811
599,Fredericksburg,VA,1.0,26716.0,38.303199768066406,-77.46050262451172
600,Frederick,MD,1.0,12268.0,39.41429901123047,-77.4104995727539
601,Gulfport,MS,1.0,91.0,30.36720085144043,-89.0927963256836
602,Hamburg,Germany,1.0,384.0,53.55110168457031,9.993680000305176
603,Hammersmith,UK,1.0,610.0,51.4911994934082,-0.2237319946289062
604,Karlsruhe,Germany,1.0,127.0,49.00910186767578,8.379940032958983
605,Lethbridge,AB,1.0,2242.0,49.69350051879883,-112.84200286865234
606,Leipzig,Germany,1.0,140.0,51.339698791503906,12.37310028076172
607,Lansing,MI,1.0,38236.0,42.73249816894531,-84.55549621582031
608,Krakow,Poland,1.0,35.0,50.06470108032226,19.94499969482422
609,Kosice,Slovakia,1.0,2.0,48.71670150756836,21.25
610,Kiel,Germany,1.0,68.0,54.32329940795898,10.12279987335205
611,Kharkiv,Ukraine,1.0,7.0,49.98080062866211,36.25270080566406
612,Katowice,Poland,1.0,8.0,50.2583999633789,19.02750015258789
613,Kamloops,BC,1.0,1546.0,50.67449951171875,-120.3270034790039
614,Hanford,CA,1.0,920.0,36.32749938964844,-119.6449966430664
615,Kaiserslautern,Germany,1.0,118.0,49.440101623535156,7.749129772186278
616,Jönköping,Sweden,1.0,29.0,57.78329849243164,14.183300018310547
617,Istanbul,Turkey,1.0,11761.0,41.00529861450195,28.976999282836925
618,Hudson Valley,NY,1.0,21364.0,41.844398498535156,-74.07430267333984
619,Hudson,FL,1.0,5279.0,28.364200592041016,-82.693603515625
620,Helsinki,Finland,1.0,361.0,60.173301696777344,24.94099998474121
621,Helsingborg,Sweden,1.0,27.0,56.04999923706055,12.699999809265135
622,Heidelberg,Germany,1.0,196.0,49.39879989624024,8.672430038452147
623,Örebro,Sweden,1.0,29.0,59.28329849243164,15.216699600219727
624,Killeen,TX,0.0,55978.0,31.11709976196289,-97.72779846191406
625,Bakersfield,CA,0.0,52692.0,35.37329864501953,-119.0189971923828
626,Fresno,CA,0.0,52278.0,36.74679946899414,-119.77300262451172
627,Odessa,TX,0.0,48771.0,31.84569931030273,-102.36799621582031
628,Columbus,GA,0.0,43539.0,32.46099853515625,-84.98770141601562
629,Baton Rouge,LA,0.0,43186.0,30.45829963684082,-91.14029693603516
630,Evansville,IN,0.0,40273.0,37.97159957885742,-87.57109832763672
631,Huntsville,AL,0.0,39376.0,34.73040008544922,-86.58609771728516
632,Syracuse,NY,0.0,37681.0,43.048099517822266,-76.14739990234375
633,Chesapeake,VA,0.0,37290.0,36.7681999206543,-76.2874984741211
634,Lake Charles,LA,0.0,36938.0,30.226600646972656,-93.21739959716795
635,Asheville,NC,0.0,36085.0,35.59510040283203,-82.55149841308594
636,Fort Wayne,IN,0.0,35836.0,41.07929992675781,-85.13939666748047
637,Monroe,LA,0.0,35223.0,32.509300231933594,-92.11930084228516
638,Cherry Hill,NJ,0.0,34230.0,39.93470001220703,-75.03109741210938
639,Roswell,NM,0.0,32259.0,33.587501525878906,-104.51100158691406
640,Hampton,VA,0.0,32093.0,37.02989959716797,-76.34519958496094
641,Monterey,CA,0.0,31886.0,36.60020065307617,-121.8949966430664
642,York,PA,0.0,31764.0,39.96260070800781,-76.72769927978516
643,Clarksville,TN,0.0,29802.0,36.52980041503906,-87.3594970703125
644,Medford,OR,0.0,28968.0,42.32649993896485,-122.8759994506836
645,Cape Cod,MA,0.0,28005.0,41.67290115356445,-70.33910369873047
646,Carlisle,PA,0.0,27554.0,40.20140075683594,-77.18920135498047
647,Hilton Head,SC,0.0,27514.0,32.21630096435547,-80.75260162353516
648,Bowling Green,KY,0.0,26812.0,36.99029922485352,-86.443603515625
649,Saginaw,MI,0.0,26748.0,43.41949844360352,-83.95079803466797
650,Owensboro,KY,0.0,25623.0,37.77190017700195,-87.11119842529297
651,San Mateo,CA,0.0,25602.0,37.5629997253418,-122.32599639892578
652,treasure coast,FL,0.0,25563.0,27.63640022277832,-80.51349639892578
653,Rocky Mount,NC,0.0,25475.0,35.9380989074707,-77.79080200195312
654,Merced,CA,0.0,23889.0,37.30220031738281,-120.48300170898438
655,Abu Dhabi,UAE,0.0,23591.0,24.46669960021973,54.36669921875
656,Janesville,WI,0.0,23490.0,42.68280029296875,-89.0186996459961
657,Santa Rosa,CA,0.0,21259.0,38.44400024414063,-122.72000122070312
658,Corpus Christi,TX,0.0,21257.0,27.800600051879886,-97.39640045166016
659,Santa Maria,CA,0.0,21184.0,34.952999114990234,-120.43599700927734
660,Racine,WI,0.0,21147.0,42.72610092163086,-87.78289794921875
661,Joplin,MO,0.0,20992.0,37.08420181274414,-94.51329803466795
662,Yakima,WA,0.0,20669.0,46.60210037231445,-120.50599670410156
663,Puyallup,WA,0.0,20549.0,47.18560028076172,-122.29199981689449
664,Solano County,CA,0.0,20445.0,38.26689910888672,-121.94000244140621
665,Carbondale,IL,0.0,20215.0,37.727298736572266,-89.216796875
666,Aiken,SC,0.0,20109.0,33.56029891967773,-81.7197036743164
667,Fairfax,VA,0.0,19834.0,38.846099853515625,-77.30670166015625
668,Muncie,IN,0.0,19121.0,40.19340133666992,-85.38639831542969
669,Denton,TX,0.0,19012.0,33.21480178833008,-97.1331024169922
670,Fairfax County,VA,0.0,18924.0,38.83509826660156,-77.27639770507812
671,San Joaquin Valley,CA,0.0,18669.0,36.62889862060547,-120.18499755859379
672,Charlottesville,VA,0.0,18571.0,38.02930068969727,-78.47669982910156
673,Pinellas County,Florida,0.0,18353.0,27.932600021362305,-82.7520980834961
674,Brownsville,TX,0.0,18347.0,25.90169906616211,-97.49749755859376
675,Junction City,KS,0.0,18115.0,39.02859878540039,-96.8311004638672
676,Warwick,UK,0.0,18003.0,52.28229904174805,-1.5849299430847168
677,Eugene,OR,0.0,17953.0,44.052101135253906,-123.08699798583984
678,GA,USA,0.0,17738.0,32.157398223876946,-82.90709686279297
679,Gadsden,AL,0.0,17667.0,34.01430130004883,-86.00659942626953
680,CO,USA,0.0,17147.0,39.54999923706055,-105.78199768066406
